GP,Candidate,Score,Decision
GARMIN INTERNATIONAL,ACMEWIN INTERNATIONAL,87.80487805,
GENERAL TECHNOLOGIES,MINERALS TECHNOLOGIES,87.80487805,
GRIZZLY MANUFACTURING,BRILEY MANUFACTURING,87.80487805,
HAMILL MANUFACTURING,DP HILL MANUFACTURING,87.80487805,
HANDK TOOL AND MACHINE,DP TOOL AND MACHINE,87.80487805,
HANSEN MANUFACTURING,LARSENS MANUFACTURING,87.80487805,
HARRIS MANUFACTURING,CARRIER MANUFACTURING,87.80487805,
HEREIKON TECHNOLOGIES,EROSION TECHNOLOGIES,87.80487805,
IDEAL MACHINE AND TOOL,DP TOOL AND MACHINE,87.80487805,
ISLAND POWDER COATING,DANDK POWDER COATING,87.80487805,
KINZE MANUFACTURING,KINECTIC MANUFACTURING,87.80487805,
LOUDON INDUSTRIES INC,LOGUE INDUSTRIES INC,87.80487805,
MAJOR TOOL AND MACHINE,RW MACHINE AND TOOL,87.80487805,
MANUFACTURING SYSTEMS,STATES MANUFACTURING,87.80487805,
MESHTEC INTERNATIONAL,SOTECO INTERNATIONAL,87.80487805,
METALEX MANUFACTURING,VERTEX MANUFACTURING,87.80487805,
METRIC MANUFACTURING,MERCURY MANUFACTURING,87.80487805,
MILTON MANUFACTURING,SHILDON MANUFACTURING,87.80487805,
PRENCO MANUFACTURING,TRANSCO MANUFACTURING,87.80487805,
PRYER MACHINE AND TOOL,RW MACHINE AND TOOL,87.80487805,
PRYORITY POWDER COATING,PRO POWDER COATING,87.80487805,
RIMA MANUFACTURING,TRIMASTER MANUFACTURING,87.80487805,
SARGENT MANUFACTURING,WARREN MANUFACTURING,87.80487805,
SENAR PRECISION ENG,SPENSALL PRECISION ENG,87.80487805,
SOHN MANUFACTURING,SOUTHLAND MANUFACTURING,87.80487805,
STAR POWDER COATING,TARHEEL POWDER COATING,87.80487805,
STONY MANUFACTURING,THURSTON MANUFACTURING,87.80487805,
TALLERES MECANICOS LERA,TALLERES MECANICOS,87.80487805,
VERNAY MANUFACTURING,VENTURA MANUFACTURING,87.80487805,
WESTERN POWDER COATING,STAR POWDER COATING,87.80487805,
ZIERICK MANUFACTURING,METRIC MANUFACTURING,87.80487805,
ADVANCED DRAINAGE SYSTEMS INC,ADVANCED COATING SYSTEMS INC,87.71929825,
APT MANUFACTURING SOLUTIONS,HARRIS MANUFACTURING SOLUTIONS,87.71929825,
FARRIS FABRICATION AND MACHINE,I M MACHINE AND FABRICATION,87.71929825,
PANDT PRECISION ENGINEERING,PLATINUM PRECISION ENGINEERING,87.71929825,
REGAL PRECISION ENGINEERING,STARGATE PRECISION ENGINEERING,87.71929825,
REILLY FINISHING TECHNOLOGIES,METAL FINISHING TECHNOLOGIES,87.71929825,
SLAUGHTER IND FABRICATION,SLAUGHTER INDUSTRIAL FABRICATION,87.71929825,
SPINDEX PRECISION ENGINEERING,SLANEY PRECISION ENGINEERING,87.71929825,
A R D INDUSTRIES,C A P INDUSTRIES,87.5,
ABU ENGINEERING,ABORE ENGINEERING,87.5,
AE TECHNOLOGIES,SREM TECHNOLOGIES,87.5,
AEROTECH,XEROTECH,87.5,
AEV ENGINEERING,ARTEC ENGINEERING,87.5,
AEV ENGINEERING,ABORE ENGINEERING,87.5,
AEV ENGINEERING,AVOCA ENGINEERING,87.5,
AJM ENGINEERING,BICAM ENGINEERING,87.5,
AJM ENGINEERING,AXIOM ENGINEERING,87.5,
AJM ENGINEERING,AMIGA ENGINEERING,87.5,
AJT ENGINEERING,ARTEC ENGINEERING,87.5,
AJT ENGINEERING,ARCOT ENGINEERING,87.5,
AKS ENGINEERING,BAKER ENGINEERING,87.5,
AKS ENGINEERING,ASPIN ENGINEERING,87.5,
ALABAMA SPECIALTY PRODUCTS,SPECIALTY BAR PRODUCTS,87.5,
ALCO MFG,ARCO MFG,87.5,
ALLOY ENGINEERING,ELO ENGINEERING,87.5,
ALTEC ENGINEERING,CLT ENGINEERING,87.5,
ALTEC ENGINEERING,AJT ENGINEERING,87.5,
ALTEC ENGINEERING,AEV ENGINEERING,87.5,
AOS ENGINEERING,DACOL ENGINEERING,87.5,
AOS ENGINEERING,AXIOM ENGINEERING,87.5,
AOS ENGINEERING,AVOCA ENGINEERING,87.5,
AOS ENGINEERING,ASPIN ENGINEERING,87.5,
AOS ENGINEERING,ARCOT ENGINEERING,87.5,
AOS ENGINEERING,ALLOY ENGINEERING,87.5,
AOS ENGINEERING,ABORE ENGINEERING,87.5,
APEX TECHNOLOGIES,KX TECHNOLOGIES,87.5,
ARCOT ENGINEERING,CPT ENGINEERING,87.5,
ARD DECOLLETAGE,BARGY DECOLLETAGE,87.5,
AUTOCAST,AUTOCAPS,87.5,
AWP ENGINEERING,ASPIN ENGINEERING,87.5,
B AND B PRECISION MACHINE,DANDK PRECISION MACHINE,87.5,
B AND J MACHINERY,B AND R MACHINE,87.5,
B AND J MACHINERY,B AND C MACHINE,87.5,
B6 MANUFACTRING,BMS MANUFACTURING,87.5,
B6 MANUFACTRING,BLB MANUFACTURING,87.5,
B6 MANUFACTRING,BAP MANUFACTURING,87.5,
BAKER ENGINEERING,AEV ENGINEERING,87.5,
BAKER ENGINEERING,BKJ ENGINEERING,87.5,
BARTH INDUSTRIES,CHART INDUSTRIES,87.5,
BCW ENGINEERING,CROWN ENGINEERING,87.5,
BCW ENGINEERING,BICAM ENGINEERING,87.5,
BEACON INDUSTRIES,BECK INDUSTRIES,87.5,
BEACON INDUSTRIES,ACRO INDUSTRIES,87.5,
BIBBY ENGINEERING,BGB ENGINEERING,87.5,
BML ENGINEERING,BICAM ENGINEERING,87.5,
BML ENGINEERING,BELLE ENGINEERING,87.5,
BOLT INDUSTRIES,BILLET INDUSTRIES,87.5,
CEDAR INDUSTRIES,DAMAR INDUSTRIES,87.5,
CEMETAL,CHEMETALL,87.5,
CHAPMAN BROTHERS,HARDMAN BROTHERS,87.5,
CHART INDUSTRIES,CEDAR INDUSTRIES,87.5,
CHELL ENGINEERING,CNH ENGINEERING,87.5,
CLT ENGINEERING,DELTA ENGINEERING,87.5,
CLT ENGINEERING,DACOL ENGINEERING,87.5,
CLT ENGINEERING,CHELL ENGINEERING,87.5,
CLT ENGINEERING,ARCOT ENGINEERING,87.5,
CMJ PRECISION MACHINING,KAMOX PRECISION MACHINING,87.5,
COLMAR ENGINEERING,CM ENGINEERING,87.5,
COMER INDUSTRIES,CEDAR INDUSTRIES,87.5,
COMMONWEALTH OIL,COMMONWEALTH INC,87.5,
CONMA INDUSTRIES,COMER INDUSTRIES,87.5,
CONNECTOR,CONNECT,87.5,
CROWN ENGINEERING,CRD ENGINEERING,87.5,
CROWN ENGINEERING,CNH ENGINEERING,87.5,
D AND J MACHINERY,K AND D MACHINE,87.5,
D AND R MACHINE,D AND J MACHINERY,87.5,
DANT INDUSTRIES,DALSIN INDUSTRIES,87.5,
DAWN INDUSTRIES,DALSIN INDUSTRIES,87.5,
DICOR ENGINEERING,CRD ENGINEERING,87.5,
DISTRIBUTION SNG,SRS DISTRIBUTION,87.5,
DKT ENGINEERING,DELTA ENGINEERING,87.5,
DLI ENGINEERING,DISEN ENGINEERING,87.5,
DLI ENGINEERING,DICOR ENGINEERING,87.5,
DLI ENGINEERING,DELTA ENGINEERING,87.5,
DLI ENGINEERING,DACOL ENGINEERING,87.5,
DOBY ENGINEERING,BOYD ENGINEERING,87.5,
DODGE INDUSTRIAL,INDUSTRIAL FORGE,87.5,
DRAKE ENTERPRISES,DAY ENTERPRISES,87.5,
DURAMILL INDUSTRIAL SUPPLY,BULL INDUSTRIAL SUPPLY,87.5,
EDGAR INDUSTRIES,DAMAR INDUSTRIES,87.5,
EHS MANUFACTURING,G MANUFACTURING,87.5,
EIP MANUFACTURING,G MANUFACTURING,87.5,
ELO ENGINEERING,DELTA ENGINEERING,87.5,
ELO ENGINEERING,CHELL ENGINEERING,87.5,
ELO ENGINEERING,BELLE ENGINEERING,87.5,
EUROCONSO,EUROCON,87.5,
EXIDE INDUSTRIES,IDEAL INDUSTRIES,87.5,
FALCON INDUSTRIES,ACRO INDUSTRIES,87.5,
FEDERAL CARTRIDGE,FEDERAL CARBIDE,87.5,
FIBA TECHNOLOGIES,BD TECHNOLOGIES,87.5,
FIBA TECHNOLOGIES,AE TECHNOLOGIES,87.5,
FORCE ACCESSORIES,F R ACCESSORIES,87.5,
FTT MANUFACTURING,G MANUFACTURING,87.5,
GABLES ENGINEERING,GA ENGINEERING,87.5,
GALVIN ENGINEERING,GA ENGINEERING,87.5,
GB ENGINEERING,GABLES ENGINEERING,87.5,
GEARCO ENGINEERING,GA ENGINEERING,87.5,
GEBRUDER BRASSELER,GEBR BRASSELER,87.5,
GOTTICS INDUSTRIES,GTS INDUSTRIES,87.5,
GREAT ENGINEERING,TRA ENGINEERING,87.5,
GREAT ENGINEERING,GTI ENGINEERING,87.5,
GRF ENGINEERING,GREAT ENGINEERING,87.5,
GT TECHNOLOGIES,LIFT TECHNOLOGIES,87.5,
HASSMANN,HUSSMANN,87.5,
HCM ENGINEERING,HYTEC ENGINEERING,87.5,
HD MANUFACTURING,CW MANUFACTURING,87.5,
HD MANUFACTURING,CK MANUFACTURING,87.5,
HD MANUFACTURING,CF MANUFACTURING,87.5,
HD MANUFACTURING,BT MANUFACTURING,87.5,
HINDALCO,CHINALCO,87.5,
HOJ MASKINTEKNIK,AJP MASKINTEKNIK,87.5,
HTT ENGINEERING,TRANT ENGINEERING,87.5,
HTT ENGINEERING,SCOTT ENGINEERING,87.5,
HTT ENGINEERING,HYTEC ENGINEERING,87.5,
ICAPLAST,CANPLAST,87.5,
IDT ENGINEERING,KEITH ENGINEERING,87.5,
IKAD ENGINEERING,LINK ENGINEERING,87.5,
IKAD ENGINEERING,KAYS ENGINEERING,87.5,
IKAD ENGINEERING,JADE ENGINEERING,87.5,
INDUSTRIAS COREY,INDUSTRIAS COHES,87.5,
INTERALIA,INTERAL,87.5,
IRC ENGINEERING,TRACE ENGINEERING,87.5,
JADAY INDUSTRIES,JANDE INDUSTRIES,87.5,
JAHN ENGINEERING,JADE ENGINEERING,87.5,
JAM DISTRIBUTING,MSC DISTRIBUTING,87.5,
JANCO INDUSTRIES,JANDE INDUSTRIES,87.5,
JMS ENGINEERING,JONES ENGINEERING,87.5,
JSL MANUFACTURING,G MANUFACTURING,87.5,
JURONG ENGINEERING,JR ENGINEERING,87.5,
JV MANUFACTURING,CW MANUFACTURING,87.5,
JV MANUFACTURING,CK MANUFACTURING,87.5,
JV MANUFACTURING,CF MANUFACTURING,87.5,
JV MANUFACTURING,BT MANUFACTURING,87.5,
KAPPA ENGINEERING,JAP ENGINEERING,87.5,
KEITH ENGINEERING,ITD ENGINEERING,87.5,
LANKO INDUSTRIES,JANCO INDUSTRIES,87.5,
LATEM INDUSTRIES,TEXMO INDUSTRIES,87.5,
LEMAN INDUSTRIE,LELAND INDUSTRIES,87.5,
LENCO INDUSTRIES,LEECH INDUSTRIES,87.5,
LENCO INDUSTRIES,LANKO INDUSTRIES,87.5,
LENCO INDUSTRIES,JANCO INDUSTRIES,87.5,
LES INDUSTRIES,MOULES INDUSTRIELS,87.5,
LSM DISTRIBUTION,SRS DISTRIBUTION,87.5,
LSM DISTRIBUTION,DLA DISTRIBUTION,87.5,
LSM DISTRIBUTION,DISTRIBUTION SNG,87.5,
LWM PRECISION MACHINING,KAMOX PRECISION MACHINING,87.5,
LYNAM INDUSTRIES,LATEM INDUSTRIES,87.5,
MACA ENGINEERING,MECO ENGINEERING,87.5,
MANDS PRECISION,MIDLAND PRECISION,87.5,
MANUFACTURING TECHNOLOGIES INC,ENTRUST MANUFACTURING TECHNOLOGIES,87.5,
MANUFACTURINGLES,PE MANUFACTURING,87.5,
MASER ENGINEERING,SVR ENGINEERING,87.5,
MASER ENGINEERING,MRP ENGINEERING,87.5,
MASER ENGINEERING,JMS ENGINEERING,87.5,
MATHEVON,MATHELON,87.5,
MAUN INDUSTRIES,MARTIN INDUSTRIES,87.5,
MAUN INDUSTRIES,MANOIR INDUSTRIES,87.5,
MAYSTEEL,MA STEEL,87.5,
MCA FABRICATION,MEZCO FABRICATION,87.5,
MECANIZADOS VEMAR,MECANIZADOS TER,87.5,
MECO ENGINEERING,GTEC ENGINEERING,87.5,
MERCATUS,MECCATUS,87.5,
METALICA,METALCAM,87.5,
METALICO,METALICA,87.5,
METALOR,METALFORQ,87.5,
METALWORX,METALOR,87.5,
METCO INDUSTRIES,LENCO INDUSTRIES,87.5,
MIKROMET,MIKROMED,87.5,
MTAR TECHNOLOGIES,GT TECHNOLOGIES,87.5,
MTAR TECHNOLOGIES,AE TECHNOLOGIES,87.5,
NACCO INDUSTRIES,LENCO INDUSTRIES,87.5,
NACCO INDUSTRIES,JANCO INDUSTRIES,87.5,
NBS ENGINEERING,JONES ENGINEERING,87.5,
NIMATIC,LINIMATIC,87.5,
NJ ENGINEERING PTY,PT ENGINEERING,87.5,
OAK ENGINEERING,MOKEE ENGINEERING,87.5,
OAK ENGINEERING,TAKAS ENGINEERING,87.5,
OEM ENGINEERING,WEEMS ENGINEERING,87.5,
OEM ENGINEERING,SCOPE ENGINEERING,87.5,
OEM ENGINEERING,MOKEE ENGINEERING,87.5,
OEM ENGINEERING,JONES ENGINEERING,87.5,
OPG ENGINEERING,SCOPE ENGINEERING,87.5,
ORBIT ENGINEERING,ITD ENGINEERING,87.5,
ORBIT ENGINEERING,IDT ENGINEERING,87.5,
P3 MANUFACTURING,WO MANUFACTURING,87.5,
P3 MANUFACTURING,MC MANUFACTURING,87.5,
PACE ENGINEERING,SPAW ENGINEERING,87.5,
PACE ENGINEERING,PENN ENGINEERING,87.5,
PACE ENGINEERING,MACA ENGINEERING,87.5,
PACE ENGINEERING,JADE ENGINEERING,87.5,
PACE INDUSTRIES,TRANCE INDUSTRIES,87.5,
PACE INDUSTRIES,SAPAIC INDUSTRIES,87.5,
PANDF INDUSTRIES,JANDE INDUSTRIES,87.5,
PAS TECHNOLOGIES,DRS TECHNOLOGIES,87.5,
PAS TECHNOLOGIES,CMP TECHNOLOGIES,87.5,
PENN ENGINEERING,YANN ENGINEERING,87.5,
PERFLEX,COPERFLEX,87.5,
PERMOID INDUSTRIES,PMI INDUSTRIES,87.5,
PIER TOOL AND DIE,RM TOOL AND DIE,87.5,
PILLEN PRECISION,BILLET PRECISION,87.5,
PRICE INDUSTRIES,TRIER INDUSTRIES,87.5,
PWP ENGINEERING,KAPPA ENGINEERING,87.5,
REGAL ENGINEERING,TRA ENGINEERING,87.5,
REGATE TECHNOLOGY,EDGE TECHNOLOGY,87.5,
RENCH ENGINEERING,SCH ENGINEERING,87.5,
RENCH ENGINEERING,IRC ENGINEERING,87.5,
REVA ENGINEERING,ZEVE ENGINEERING,87.5,
RG GROUP,RZ GROUP,87.5,
RIDGE ENGINEERING,ITD ENGINEERING,87.5,
RIDGE ENGINEERING,IDT ENGINEERING,87.5,
RISK PREMIUM NA,RISK PREMIUM EMEA,87.5,
RM TOOL AND DIE,MOON TOOL AND DIE,87.5,
ROSCO ENGINEERING,SCH ENGINEERING,87.5,
ROSCO ENGINEERING,IRC ENGINEERING,87.5,
ROUSSEAU,JOUSSEAU,87.5,
SAFETY EQUIPMENT,SENTRY EQUIPMENT,87.5,
SAGITECH,SLAGTECH,87.5,
SANDH ENGINEERING,SCH ENGINEERING,87.5,
SAUR EQUIPAMENTOS,TR EQUIPAMENTOS,87.5,
SCH ENGINEERING,SHAND ENGINEERING,87.5,
SCH ENGINEERING,SCOTT ENGINEERING,87.5,
SCH ENGINEERING,SCOPE ENGINEERING,87.5,
SCOPE ENGINEERING,SVP ENGINEERING,87.5,
SCOPE ENGINEERING,TSP ENGINEERING,87.5,
SCOT INDUSTRIES,STAMCO INDUSTRIES,87.5,
SETA TECHNOLOGIES,AE TECHNOLOGIES,87.5,
SETA TECHNOLOGIES,GT TECHNOLOGIES,87.5,
SH GROUP,SP GROUP,87.5,
SKYO INDUSTRIES,KENYON INDUSTRIES,87.5,
SLAGTECH,SYLATECH,87.5,
SMITHS ENGINEERING,ST ENGINEERING,87.5,
SPAW ENGINEERING,STAR ENGINEERING,87.5,
SS ENGINEERING WORKS PTY,JA ENGINEERING WORKS PTY,87.5,
STAMCO INDUSTRIES,TEAM INDUSTRIES,87.5,
STAR ENGINEERING,HART ENGINEERING,87.5,
STATE PRINTING,TRI STATE PRINTING,87.5,
SUJAY INDUSTRIES,JADAY INDUSTRIES,87.5,
TAKAS ENGINEERING,TSP ENGINEERING,87.5,
TAKAS ENGINEERING,TRA ENGINEERING,87.5,
TEAM INDUSTRIES,TRIDEM INDUSTRIES,87.5,
TEC INDUSTRIES,TEUTECH INDUSTRIES,87.5,
TECHNIC,TECHNICUT,87.5,
TECNOFAR,TECNOART,87.5,
TNL ENGINEERING,TRANT ENGINEERING,87.5,
TTM TECHNOLOGIES,TRS TECHNOLOGIES,87.5,
TUBE TECHNOLOGIES,US TECHNOLOGIES,87.5,
UTEX INDUSTRIES,UNITED INDUSTRIES,87.5,
VISMATIC,AVIMATIC,87.5,
WEEMS ENGINEERING,JMS ENGINEERING,87.5,
WO MANUFACTURING,MC MANUFACTURING,87.5,
YANN ENGINEERING,JAHN ENGINEERING,87.5,
YUQUN INDUSTRIAL,YU YU INDUSTRIAL,87.5,
DASHAN METAL TECHNOLOGY SHIP MW,ZHEJIANG DASHAN METAL TECHNOLOGY SHIP MW,87.32394366,
AMAPARTS PRECISION MACHINING,IMPRESS PRECISION MACHINING,87.27272727,
EXPERT PRECISION ENGINEERING,PANDT PRECISION ENGINEERING,87.27272727,
PANDT PRECISION ENGINEERING,NEZKOT PRECISION ENGINEERING,87.27272727,
PSC MACHINING AND ENGINEERING,UP MACHINE AND ENGINEERING,87.27272727,
TAE PRECISION ENGINEERING,RDVE PRECISION ENGINEERING PTY,87.27272727,
YIDA PRECISION ENGINEERING,SPINDEX PRECISION ENGINEERING,87.27272727,
A FORCES INTERNATIONAL,ARC INTERNATIONAL,87.17948718,
ABBY MANUFACTURING,B AND B MANUFACTURING,87.17948718,
ADEPT MANUFACTURING,ADFAST MANUFACTURING,87.17948718,
AFI POWDER COATING,ACTION POWDER COATING,87.17948718,
AMANDA MANUFACTURING,FANDB MANUFACTURING,87.17948718,
AMERICAN MANUFACTURING,AER MANUFACTURING,87.17948718,
ANDERSON MANUFACTURING,AER MANUFACTURING,87.17948718,
ARTISTIC MANUFACTURING,ITC MANUFACTURING,87.17948718,
BAKER MANUFACTURING,BARODA MANUFACTURING,87.17948718,
BAKER MANUFACTURING,BOWERS MANUFACTURING,87.17948718,
BOWERS MANUFACTURING,BWISE MANUFACTURING,87.17948718,
BOWERS MANUFACTURING,BOYET MANUFACTURING,87.17948718,
BRILEY MANUFACTURING,BWISE MANUFACTURING,87.17948718,
C AND R MANUFACTURING,ANCA MANUFACTURING,87.17948718,
CARTER MANUFACTURING,KAREL MANUFACTURING,87.17948718,
CARTER MANUFACTURING,BAKER MANUFACTURING,87.17948718,
CAVIST MANUFACTURING,FAITH MANUFACTURING,87.17948718,
CAVIST MANUFACTURING,CHIPS MANUFACTURING,87.17948718,
CCI METAL PRODUCTS,ACCORD METAL PRODUCTS,87.17948718,
CHAPIN MANUFACTURING,CHIPS MANUFACTURING,87.17948718,
CHARTER MANUFACTURING,CURT MANUFACTURING,87.17948718,
CHARTER MANUFACTURING,HERD MANUFACTURING,87.17948718,
CLABORN MANUFACTURING,AEON MANUFACTURING,87.17948718,
CLABORN MANUFACTURING,LYON MANUFACTURING,87.17948718,
CNC POWDER COATING,ACTION POWDER COATING,87.17948718,
EAGLE MANUFACTURING,CALLEN MANUFACTURING,87.17948718,
ENERGY SOLUTIONS INC,LS ENERGY SOLUTIONS,87.17948718,
FAITH MANUFACTURING,ADFAST MANUFACTURING,87.17948718,
GARDENA MANUFACTURING,ANCA MANUFACTURING,87.17948718,
GARDENA MANUFACTURING,AEON MANUFACTURING,87.17948718,
GEORGE RISK INDUSTRIES,GEORGE INDUSTRIES,87.17948718,
GIL MACHINE AND TOOL,DP TOOL AND MACHINE,87.17948718,
GOIN INTERNATIONAL,GELTRON INTERNATIONAL,87.17948718,
GOIN INTERNATIONAL,IKO INTERNATIONAL INC,87.17948718,
HANSEN MANUFACTURING,HAYES MANUFACTURING,87.17948718,
HANSEN MANUFACTURING,HENRY MANUFACTURING,87.17948718,
HAPPYDAY ENGINEERING,HEADWAY ENGINEERING,87.17948718,
HARRIS MANUFACTURING,CHIPS MANUFACTURING,87.17948718,
HARRIS MANUFACTURING,HAYES MANUFACTURING,87.17948718,
HARSH INTERNATIONAL,BARNES INTERNATIONAL,87.17948718,
HARSH INTERNATIONAL,HAYNES INTERNATIONAL,87.17948718,
HARTEC MANUFACTURING,KAREL MANUFACTURING,87.17948718,
HARTEC MANUFACTURING,HAYES MANUFACTURING,87.17948718,
HASKEL INTERNATIONAL,HARSH INTERNATIONAL,87.17948718,
HENDERSON ENGINEERING,NERCON ENGINEERING,87.17948718,
HENDERSON ENGINEERING,ERLSON ENGINEERING,87.17948718,
HERD MANUFACTURING,BUCHNER MANUFACTURING,87.17948718,
HI TEK MANUFACTURING,TESKE MANUFACTURING,87.17948718,
HPM BUILDING SUPPLY,SPEC BUILDING SUPPLY,87.17948718,
J AND C TOOL AND DIE,J C TOOL AND DIE CC,87.17948718,
JPW MANUFACTURING COD,CROW MANUFACTURING,87.17948718,
KINECTIC MANUFACTURING,ITC MANUFACTURING,87.17948718,
LARSENS MANUFACTURING,AEON MANUFACTURING,87.17948718,
LEVITON MANUFACTURING,AEON MANUFACTURING,87.17948718,
LINCOLN MANUFACTURING,ALCO MANUFACTURING,87.17948718,
LOUDON INDUSTRIES INC,LDI INDUSTRIES INC,87.17948718,
LOUDON INDUSTRIES INC,LOC INDUSTRIES INC,87.17948718,
LUND MANUFACTURING,LEGENDS MANUFACTURING,87.17948718,
LYON MANUFACTURING,CYCLONE MANUFACTURING,87.17948718,
LYON MANUFACTURING,LEVITON MANUFACTURING,87.17948718,
LYON MANUFACTURING,LINCOLN MANUFACTURING,87.17948718,
MACHINEFABRIEK TUIN,MACHINEFABRIEK OTTEN,87.17948718,
MARKALOY MANUFACTURING,RAO MANUFACTURING,87.17948718,
MCLANE MANUFACTURING,WAYNE MANUFACTURING,87.17948718,
METEX HEAT TREATING,PETERS HEAT TREATING,87.17948718,
NESPER INTERNATIONAL,INTERNATIONAL PAPER,87.17948718,
NEWCO MANUFACTURING,PRENCO MANUFACTURING,87.17948718,
NORTHERN HYDRAULICS,NORTHWEST HYDRAULICS,87.17948718,
NOVATECH ENGINEERING,INVOTEC ENGINEERING,87.17948718,
NOVATECH ENGINEERING,LYNTECH ENGINEERING,87.17948718,
NYLO METAL FINISHING,ROY METAL FINISHING,87.17948718,
OLSON INTERNACIONAL,OSBORN INTERNATIONAL,87.17948718,
PEAK POWDER COATING,DANDK POWDER COATING,87.17948718,
POLYSI TECHNOLOGIES,POLYMOD TECHNOLOGIES,87.17948718,
PRECISION FORGING,PRECISION FORGING DIES,87.17948718,
PRESSURE PRODUCTS,PRESSURE CAST PRODUCTS,87.17948718,
PROGRESS TOOL AND DIE,PRIOR TOOL AND DIE,87.17948718,
SENSOR MANUFACTURING,MANUFACTURING SALES,87.17948718,
SETINA MANUFACTURING,STONY MANUFACTURING,87.17948718,
SHILDON MANUFACTURING,SOHN MANUFACTURING,87.17948718,
SINCLAIR INTERNATIONAL,LAI INTERNATIONAL,87.17948718,
SNYDER MANUFACTURING,STONY MANUFACTURING,87.17948718,
SOHN MANUFACTURING,SOUTHCO MANUFACTURING,87.17948718,
SP MANUFACTURING PTE,TESKE MANUFACTURING,87.17948718,
STATES MANUFACTURING,TESKE MANUFACTURING,87.17948718,
STONY MANUFACTURING,MILTON MANUFACTURING,87.17948718,
TENDON MANUFACTURING,STONY MANUFACTURING,87.17948718,
TRD MANUFACTURING,STAFFORD MANUFACTURING,87.17948718,
TROY MANUFACTURING,TOWNLEY MANUFACTURING,87.17948718,
TROY MANUFACTURING,TRANSCO MANUFACTURING,87.17948718,
WARREN MANUFACTURING,WAYNE MANUFACTURING,87.17948718,
WEBCO MANUFACTURING,PRENCO MANUFACTURING,87.17948718,
WESCO INTERNATIONAL,SOTECO INTERNATIONAL,87.17948718,
WIESE INDUSTRIES INC,LIST INDUSTRIES INC,87.17948718,
ZERO MANUFACTURING,ZIERICK MANUFACTURING,87.17948718,
A AND A MACHINE AND FABRICATION,L AND M FABRICATION AND MACHINE,87.09677419,
ALLIED MACHINE AND ENGINEERING,ADVANCED MACHINE AND ENGINEERING,87.09677419,
CONSTRUCCIONES METALICAS ANDUEZA,CONSTRUCCIONES METALICAS AYALA,87.09677419,
HI TECH MACHINING AND ENGINEERING,PSC MACHINING AND ENGINEERING,87.09677419,
I AND M MACHINE AND FABRICATION,A AND A MACHINE AND FABRICATION,87.09677419,
ACEW SERVICE,SAW SERVICE,86.95652174,
ACL BEARING,ABC BEARINGS,86.95652174,
ACM GRINDING,A1 GRINDING,86.95652174,
ALAMO GROUP,FLAMCO GROUP,86.95652174,
ALBERTO SASSI,SAS ALBERT,86.95652174,
ALW INDUSTRY,AI INDUSTRY,86.95652174,
ANSCO MACHINE,AC MACHINE,86.95652174,
ATI METALS,ACTION METALS,86.95652174,
ATLAS SPECIALTY PRODUCTS,JIS SPECIALTY PRODUCTS,86.95652174,
ATLAS SPECIALTY PRODUCTS,SPECIALTY BAR PRODUCTS,86.95652174,
AUSTIN PRECISION PRODUCTS,BA PRECISION PRODUCTS,86.95652174,
BRODI SPECIALTY PRODUCTS,JIS SPECIALTY PRODUCTS,86.95652174,
CITYW SERVICE,CW SERVICE,86.95652174,
CLARKE PRECISION MACHINE,AERO PRECISION MACHINE,86.95652174,
CORE ENERGY,COMED ENERGY,86.95652174,
DANE SYSTEMS,BAE SYSTEMS,86.95652174,
EDM SERVICES,KD SERVICES,86.95652174,
HESHENG HEAT TREATMENT,SHENGXING HEAT TREATMENT,86.95652174,
HESHENG HEAT TREATMENT,HEAT TREATMENT SHENGXING,86.95652174,
IFIT HEALTH AND FITNESS,ICON HEALTH AND FITNESS,86.95652174,
JP INDUSTRIE,PG INDUSTRI,86.95652174,
MARMEN ENERGY,MAN ENERGY,86.95652174,
MB USINAGEM,MGF USINAGEM,86.95652174,
MB USINAGEM,ECM USINAGEM,86.95652174,
METAL TECH,MITECH METALS,86.95652174,
METALEX MANUFACTURING,METAL SALES MANUFACTURING,86.95652174,
MGF USINAGEM,LF USINAGEM,86.95652174,
NASMYTH GROUP,NASH GROUP,86.95652174,
NDT SERVICES,KD SERVICES,86.95652174,
PARMAN ENERGY,MAN ENERGY,86.95652174,
PIONEER MACHINE AND TOOL,PRYER MACHINE AND TOOL,86.95652174,
PRECISION WIRE PRODUCTS,STAR PRECISION PRODUCTS,86.95652174,
RAM MACHINES,RK MACHINES,86.95652174,
RANDERS VAERKTOJSSLIBERI,ARHUS VAERKTOJSSLIBERI,86.95652174,
SARA GROUP,STARRAG GROUP,86.95652174,
SCG INDUSTRY,SW INDUSTRY,86.95652174,
SETRA GROUP,SEGURA GROUP,86.95652174,
SIRELMA GROUP,SIRA GROUP,86.95652174,
THAMES MACHINE AND TOOL,SATNAM MACHINE AND TOOL,86.95652174,
TOOLING INTERNATIONAL,WILSON TOOL INTERNATIONAL,86.95652174,
TOOLING TECHNOLOGIES,INTEX TOOLING TECHNOLOGIES,86.95652174,
WLS STAMPING,WO STAMPING,86.95652174,
ANREN PRECISION MACHINING,CAROLINE PRECISION MACHINING,86.79245283,
DAVIES PRECISION MACHINING,IMPRESS PRECISION MACHINING,86.79245283,
ETG ENGINEERING SOLUTIONS,RAINEY ENGINEERING SOLUTIONS,86.79245283,
